id;age;lines;client_time;income;bill;residence_time;cable_tv;auto_debt;canceled
500;39;1;25;7080;1603;5,6;yes;no;0
501;34;1;20;6190;201;6,6;no;no;0
502;28;1;16;5000;1093;3,1;yes;no;0
503;43;3;21;23050;779;4,1;yes;no;0
504;33;2;14;4970;1148;4,8;yes;no;0
505;45;3;15;5640;112;6,6;yes;yes;0
506;41;2;25;7530;560;1,8;yes;no;1
507;30;1;12;5720;416;7,4;yes;yes;1
508;30;3;17;7060;744;3,7;no;no;0
509;24;1;14;4530;538;4,7;yes;no;0
510;51;3;22;9330;3554;4,4;no;yes;1
511;41;2;19;7150;974;0,1;yes;yes;0
512;31;2;19;5050;266;6,1;no;no;0
513;32;1;23;8100;2539;6,9;yes;yes;0
514;32;2;19;7940;1113;3;yes;no;0
515;41;1;32;9740;362;3,5;no;no;0
516;27;2;15;6180;944;11;no;no;1
517;29;1;19;5910;295;5,4;yes;yes;1
518;35;2;20;4990;971;3,3;yes;yes;1
519;35;3;20;5390;68;3,6;yes;no;0
520;24;1;13;4500;616;2,7;yes;yes;0
521;35;1;13;5090;211;4,1;yes;yes;1
522;31;1;21;6110;835;1;yes;yes;0
523;36;1;29;5820;290;5,5;yes;yes;0
524;49;3;19;30000;3193;5,7;yes;yes;0
525;51;2;16;6210;316;4,7;yes;no;0
526;53;1;36;12620;170;6,6;yes;no;0
527;34;1;16;5440;375;8,3;yes;yes;0
528;35;2;21;8000;1745;5,6;no;yes;0
529;36;1;17;4940;507;5,2;no;no;0
530;44;2;16;6790;266;3,6;yes;no;0
531;40;2;22;10310;582;7,3;yes;no;0
532;41;2;20;6630;90;4,4;no;no;0
533;34;1;12;5360;804;6,5;yes;no;1
534;45;2;34;13600;1126;4,3;yes;no;0
535;39;2;22;6640;357;5,6;yes;no;0
536;43;2;32;13750;1271;3;yes;yes;0
537;40;3;13;5560;205;8,5;no;yes;0
538;51;2;12;5520;441;5,5;yes;no;1
539;32;1;19;5690;1032;6,3;no;no;1
540;32;1;21;7030;473;10,4;yes;no;0
541;31;1;21;5170;432;1;no;no;0
542;47;2;26;7720;1762;3,9;yes;no;0
543;43;1;32;8300;756;1,7;yes;no;0
544;27;1;13;4650;677;5,9;no;no;0
545;53;2;23;6520;695;4,7;yes;yes;0
546;43;2;19;5460;915;5;yes;yes;1
547;35;1;15;5580;126;5,8;yes;no;0
548;45;1;34;14090;1084;6,3;yes;no;1
549;37;3;14;4770;324;0,8;no;yes;0
550;37;2;12;5730;781;3,8;yes;yes;1
551;39;2;27;6320;606;7,7;no;no;0
552;27;1;14;4560;149;2,8;yes;yes;0
553;35;1;15;4690;676;7,7;no;no;0
554;48;1;29;8960;620;1,1;no;no;0
555;44;3;16;11410;1897;5,7;yes;yes;1
556;38;2;14;5600;644;4,7;yes;no;0
557;28;3;14;4960;128;6,6;yes;no;0
558;33;2;16;6790;1185;7,8;no;no;0
559;47;3;33;24120;1965;4,1;yes;no;0
560;41;1;29;9840;3023;5,2;no;yes;1
561;41;2;27;12330;833;6,7;no;yes;0
562;44;1;33;8720;544;3,1;yes;yes;0
563;49;1;21;6370;160;3,3;no;yes;0
564;47;3;13;6960;683;6,1;no;yes;1
565;52;1;32;10640;1170;6,3;yes;yes;0
566;47;2;29;8580;1077;5,6;no;no;1
567;57;3;38;30000;1251;7,9;yes;no;0
568;60;1;22;8540;98;7,3;yes;yes;0
569;38;1;13;5040;483;5,8;yes;no;1
570;42;2;27;7780;82;4,8;no;no;0
571;38;2;20;5720;218;3,1;yes;no;0
572;35;1;14;5970;1327;3;yes;yes;1
573;25;1;18;4960;472;3,6;yes;yes;0
574;47;3;18;6820;34;6,1;yes;no;0
575;48;1;29;8800;1138;1,4;no;no;0
576;52;1;17;6090;401;7,6;no;no;1
577;36;1;28;10520;348;6,9;no;yes;0
578;40;2;29;7160;826;1,1;yes;yes;0
579;33;1;20;5730;275;6,3;yes;no;0
580;49;2;34;12420;974;6,2;yes;no;0
581;38;3;21;6420;446;6,7;no;no;0
582;41;2;24;8910;454;6,6;yes;no;0
583;31;1;13;5810;365;8;yes;no;0
584;54;2;17;5770;740;5,3;no;no;0
585;53;1;38;22120;703;0,6;yes;no;0
586;48;1;20;6500;1047;0,7;no;no;0
587;32;1;13;5290;53;7,1;no;no;0
588;29;1;18;5260;1457;7,4;no;yes;1
589;34;1;17;5250;656;5,4;yes;yes;0
590;42;1;28;6570;774;3,9;no;no;0
591;29;1;21;6110;430;2,9;no;no;0
592;38;1;28;10800;1652;2,8;yes;no;0
593;58;1;12;5290;203;5,4;yes;no;0
594;34;3;17;8050;378;1,4;yes;yes;0
595;42;3;28;7200;1161;6,1;yes;yes;1
596;42;1;19;9170;268;7,1;no;yes;0
597;29;2;19;5710;271;6,1;yes;no;0
598;52;1;41;23200;3192;8,5;yes;no;0
599;38;1;23;5750;391;1,4;no;no;0
600;30;1;15;4400;285;4,4;yes;no;0
601;48;1;30;8910;522;4,8;no;yes;0
602;41;3;20;8430;1330;2;yes;yes;0
603;32;2;20;8190;742;6,3;yes;no;0
604;30;1;21;6000;822;5,6;no;no;0
605;31;2;13;5400;289;4,6;yes;no;0
606;27;1;14;4840;467;4,8;yes;no;0
607;35;1;22;6090;950;4,5;yes;no;0
608;42;1;20;5290;201;5,8;yes;no;0
609;39;1;27;5770;793;4;yes;yes;0
610;44;3;16;11610;680;3,3;no;no;0
611;42;1;18;6440;186;7,9;yes;no;0
612;25;1;16;5270;417;3,7;yes;no;0
613;45;1;28;8880;927;8,8;yes;yes;0
614;40;3;16;9980;1841;3,3;yes;no;1
615;42;1;15;5010;176;7,8;no;yes;0
616;37;1;24;5430;532;5,3;yes;yes;0
617;40;1;29;7580;624;4,3;yes;yes;0
618;35;1;13;5300;267;5,1;yes;no;0
619;35;1;16;4970;1184;3,7;no;yes;1
620;28;1;18;5800;375;3,5;yes;yes;0
621;27;1;18;5150;162;7,6;yes;no;0
622;35;1;14;5940;298;1,8;no;no;0
623;25;1;12;4750;319;8,6;no;yes;0
624;38;1;14;4900;1044;3,3;no;no;1
625;37;2;16;5390;473;5,1;yes;no;1
626;42;2;16;6340;135;7,5;yes;no;0
627;42;1;17;5210;910;5,6;no;no;0
628;55;1;15;7780;459;4,8;yes;yes;0
629;25;1;17;4840;226;6,1;yes;no;0
630;54;1;42;8560;540;5,5;no;yes;0
631;27;2;18;4820;871;4,7;yes;no;1
632;31;2;14;5530;194;4;yes;yes;0
633;39;1;23;6350;556;8,3;no;yes;0
634;52;1;25;7790;795;4,3;yes;yes;0
635;46;1;14;5600;1115;5,4;no;yes;1
636;43;1;14;6160;1333;4,6;yes;no;0
637;39;3;23;9490;1594;3;no;no;1
638;26;1;14;4840;72;5,4;yes;yes;0
639;31;1;22;6030;757;5,1;yes;yes;1
640;34;1;14;5220;934;3,7;yes;yes;0
641;38;2;18;6340;538;2,5;yes;no;0
642;47;2;35;14260;1980;3,3;yes;no;1
643;30;1;16;4260;874;3,6;yes;yes;0
644;34;1;18;5660;138;6,8;no;no;0
645;40;2;27;6840;247;4,8;yes;yes;0
646;30;3;17;7620;536;6,5;yes;yes;1
647;36;2;20;6430;365;5,5;yes;yes;1
648;32;1;24;5750;1032;5,8;no;no;0
649;34;2;16;4850;456;3,8;yes;no;0
650;51;2;33;12230;2158;4,2;yes;yes;0
651;55;2;27;7880;2085;7,1;yes;no;0
652;27;1;19;5700;899;3,1;no;no;0
653;32;3;20;6470;874;1,3;yes;yes;0
654;48;2;15;5550;632;4,9;yes;no;0
655;39;1;12;4910;80;4,5;yes;no;0
656;43;3;15;7760;1775;6,1;yes;yes;1
657;23;1;13;5230;769;4,2;yes;yes;1
658;50;2;29;11570;1042;2,3;no;yes;0
659;37;1;15;5070;406;4,7;yes;no;0
660;52;3;28;9430;271;5,6;no;yes;0
661;50;1;14;5530;106;5,9;no;no;1
662;42;3;26;10170;394;2,4;no;no;0
663;41;1;22;6960;1256;6,3;no;no;0
664;46;2;13;8420;496;4,1;no;yes;0
665;25;2;12;5750;918;7,1;yes;no;1
666;38;1;22;6260;853;4,7;yes;no;0
667;28;3;13;6980;620;3,1;yes;yes;0
668;26;1;13;4910;747;6,4;yes;yes;0
669;36;1;28;5780;220;2,4;yes;no;0
670;36;2;13;5970;2278;2,5;no;no;1
671;42;2;28;10730;1615;4,1;no;no;0
672;41;2;13;5420;726;9,5;yes;no;1
673;44;1;32;9820;748;5,2;no;yes;0
674;44;2;25;10190;204;4,9;no;no;0
675;50;1;15;5450;391;2,7;yes;no;0
676;49;1;38;11270;990;5,8;yes;no;0
677;40;1;17;6310;318;1,5;no;no;0
678;30;3;16;5800;484;7,8;yes;no;0
679;31;2;19;6400;243;1,8;no;no;0
680;41;1;15;5190;148;6,9;no;yes;0
681;36;1;27;6500;419;0,8;no;yes;0
682;30;1;20;6080;37;3,2;yes;yes;1
683;35;1;17;8600;1562;4,1;no;no;1
684;48;3;32;15740;1416;8,9;yes;yes;0
685;30;1;15;4740;526;8,6;yes;no;0
686;26;2;12;5440;1692;5,5;no;yes;1
687;39;2;25;6070;417;4;yes;no;0
688;31;1;19;5160;600;3,2;no;no;0
689;37;2;26;8610;1497;4,3;yes;no;1
690;47;1;29;14120;1831;4;yes;yes;0
691;27;1;15;5510;117;6,2;yes;no;1
692;40;2;12;4560;532;5,2;yes;no;0
693;27;1;20;4850;121;4,1;yes;no;0
694;43;3;17;9360;1883;3,9;yes;no;1
695;36;2;25;8710;1239;4,1;yes;no;1
696;32;1;23;8750;267;5,5;yes;no;0
697;34;1;21;7270;266;3,9;yes;no;0
698;35;1;27;9890;1978;4,3;yes;no;1
699;30;1;22;5940;462;5,7;yes;no;0
700;36;1;13;5380;1188;5,7;yes;no;0
701;54;1;26;7040;237;3,4;yes;yes;0
702;31;1;16;4920;549;4,1;no;yes;0
703;29;1;13;4970;164;3,6;yes;yes;0
704;36;2;17;8030;521;2,6;yes;no;0
705;53;3;36;25590;4000;4,3;no;no;0
706;48;2;25;6840;157;3,1;yes;yes;0
707;38;1;20;6540;616;4;yes;no;0
708;43;1;34;8760;498;2,9;yes;no;0
709;40;2;25;13120;2337;9,7;yes;no;0
710;33;2;18;5890;838;6,4;no;no;1
711;41;1;33;9420;442;6,4;yes;yes;0
712;24;1;16;6450;534;9,4;no;no;0
713;34;3;12;4860;519;4,3;no;yes;1
714;30;1;12;4780;188;5,4;yes;no;0
715;27;1;19;4670;113;5,6;yes;yes;0
716;32;2;22;6890;429;3;yes;no;0
717;42;3;16;6660;91;5,5;yes;no;0
718;55;1;46;19090;2057;0,7;yes;no;0
719;41;2;27;9470;802;6;yes;no;0
720;40;1;25;7920;934;6,5;yes;no;0
721;43;2;20;8610;643;8,7;yes;no;0
722;49;2;23;6560;627;5,3;no;no;0
723;35;1;28;11370;696;5,8;yes;no;0
724;32;3;17;8320;259;6,6;yes;yes;0
725;34;1;27;7250;501;0,9;no;no;0
726;41;3;14;5250;168;5,5;yes;no;0
727;39;1;27;6470;519;6,9;no;no;0
728;41;2;18;15130;1500;5,8;no;yes;0
729;32;3;12;6290;1007;4;yes;no;0
730;43;2;19;6230;771;2,4;no;yes;1
731;45;1;25;12180;649;7,4;yes;yes;0
732;49;3;12;6410;566;4,8;yes;no;1
733;46;3;19;6000;1051;5,5;yes;no;0
734;39;1;30;6030;469;3,6;yes;no;0
735;36;1;29;8000;1113;2,6;yes;yes;0
736;40;1;16;5270;569;8;yes;yes;1
737;41;1;33;8540;186;5,4;yes;no;0
738;30;1;20;5500;1245;6,1;yes;yes;1
739;34;2;15;4480;689;2,8;yes;yes;1
740;28;2;15;5360;204;7,4;no;yes;1
741;48;1;13;5840;315;1,9;yes;no;1
742;40;1;26;5790;761;5,2;yes;no;1
743;31;2;18;5880;267;4,7;yes;yes;0
744;39;2;20;7150;627;6,6;yes;yes;0
745;44;2;12;5210;197;2,9;no;no;0
746;36;1;26;5660;1361;4,8;no;yes;0
747;30;3;17;4580;95;6,3;yes;yes;0
748;39;1;15;5740;363;5,2;no;no;0
749;29;2;15;5390;328;4,7;yes;yes;0
750;34;3;16;7500;693;2,9;yes;no;0
751;43;2;18;6210;469;2,4;yes;no;0
752;32;1;16;4780;394;4,3;yes;no;0
753;42;2;13;6580;301;3,3;yes;yes;0
754;46;1;29;10320;1314;3,7;yes;yes;0
755;35;2;17;6450;229;5,6;no;no;0
756;40;1;17;6610;364;5,1;yes;yes;0
757;33;1;14;4930;423;5;yes;no;1
758;41;3;19;5760;285;4,5;yes;no;0
759;37;1;15;5700;216;4;yes;no;0
760;25;1;14;4820;283;5,2;yes;yes;0
761;28;1;13;4880;600;4,7;yes;yes;1
762;31;1;21;6020;422;5,6;yes;yes;0
763;36;1;18;5970;1425;3,8;no;no;1
764;36;1;14;4890;38;7,9;yes;no;0
765;31;2;12;5090;1571;5,5;no;yes;0
766;29;1;13;4860;1352;6,7;no;no;1
767;39;2;28;8870;912;7,7;no;no;0
768;43;1;16;5310;429;2,5;no;no;0
769;36;2;19;6660;251;6,5;no;no;0
770;30;1;12;4600;181;1,3;yes;no;0
771;37;2;24;7790;2094;5,3;yes;yes;1
772;33;3;17;6690;737;2,3;yes;no;1
773;40;3;17;6460;562;9,1;no;no;0
774;41;1;23;5390;504;4,2;yes;yes;0
775;36;1;13;4890;346;4,6;yes;yes;0
776;44;1;16;4860;277;3,6;yes;no;1
777;40;1;13;5140;224;5,3;no;yes;0
778;44;1;33;9200;587;6,6;no;yes;0
779;29;2;14;4550;176;5,2;no;no;0
780;43;2;14;6010;533;5,8;yes;yes;1
781;37;2;21;7370;280;4,2;yes;yes;0
782;50;3;21;13610;600;4,5;yes;yes;1
783;28;1;13;5050;326;4,9;yes;no;0
784;37;3;20;9020;2195;6;yes;yes;1
785;44;1;25;7160;300;4;yes;yes;0
786;41;3;28;15920;1754;2,3;yes;no;0
787;42;2;21;6830;454;3,7;yes;yes;0
788;44;2;21;9850;1823;6,6;no;yes;1
789;38;1;18;5870;484;5,6;no;no;0
790;40;2;22;7950;578;1,7;yes;no;0
791;54;1;35;11160;1330;2;yes;yes;0
792;36;2;13;6500;735;8,3;yes;yes;0
793;42;1;14;5690;464;4,6;yes;yes;0
794;46;3;13;11270;2188;4,1;yes;no;1
795;31;1;13;5480;1614;5;no;yes;0
796;29;3;16;7970;657;3;yes;no;1
797;31;1;16;5020;349;7,6;no;no;0
798;35;2;12;4470;863;5,1;yes;yes;0
799;30;2;21;6080;277;7,2;yes;no;0
800;35;1;14;5230;228;2,6;yes;yes;0
801;47;2;32;11070;2215;6,3;yes;yes;0
802;32;1;12;6760;1654;4,4;yes;yes;1
803;31;1;15;4810;291;6,3;yes;no;0
804;29;1;19;5830;176;4,4;no;no;0
805;57;2;38;28360;1539;6,9;no;no;1
806;43;1;22;7070;1303;7,2;no;no;0
807;50;1;15;5150;145;5,7;yes;no;0
808;37;3;16;7730;292;2,1;no;no;0
809;44;2;24;8650;352;4,5;no;no;0
810;48;3;22;9960;743;5,3;yes;no;0
811;42;2;25;7290;953;3,9;yes;no;0
812;48;2;16;8930;784;4,8;no;yes;0
813;52;2;36;9750;325;3,9;yes;yes;0
814;38;1;25;5990;412;7,2;no;yes;0
815;28;1;16;5600;558;5,3;yes;no;0
816;46;1;17;6380;241;5,8;no;no;0
817;28;1;15;5970;721;4,7;yes;yes;0
818;27;3;12;4790;571;2,7;yes;no;0
819;28;1;17;4390;287;8,2;yes;no;0
820;29;1;20;5600;345;6,7;yes;no;0
821;35;2;23;6670;560;2,4;yes;yes;0
822;29;1;19;5250;338;3;no;no;0
823;35;1;27;6210;1341;3,8;yes;no;1
824;40;2;19;15510;738;4,7;no;yes;0
825;42;3;14;5160;421;7;yes;no;0
826;47;1;27;7430;409;4,1;yes;no;0
827;30;3;13;4740;82;7,6;yes;no;0
828;48;3;25;8860;559;3;yes;yes;0
829;34;1;24;7420;691;5,1;yes;no;0
830;39;2;17;7400;690;7,5;no;no;0
831;31;2;13;4600;355;5,3;yes;no;0
832;52;1;18;6200;405;3,1;no;no;0
833;36;1;29;5740;197;6,1;yes;yes;0
834;47;2;35;15150;2696;3,4;no;no;0
835;31;2;15;5220;493;7,3;no;no;0
836;47;1;17;5410;83;4,2;yes;no;0
837;47;3;13;5000;1349;6,8;yes;no;1
838;52;2;30;10700;2034;3,6;yes;yes;0
839;42;1;15;5320;282;8,1;yes;yes;0
840;27;1;20;5290;550;3,5;yes;no;0
841;32;1;22;6030;265;4,2;yes;yes;0
842;40;1;17;5390;1813;4,1;no;no;1
843;38;3;18;6030;325;6,4;yes;yes;0
844;26;2;15;5720;86;5,6;yes;no;1
845;25;1;15;4600;245;4,5;yes;yes;0
846;32;3;17;11840;576;6,4;yes;no;0
847;37;2;13;4920;110;2,4;no;no;0
848;43;1;28;9980;1046;5,2;no;yes;0
849;32;1;18;6480;233;4,3;no;yes;0
850;30;1;12;4520;701;3,3;no;no;0
851;49;1;18;5400;157;2,7;no;no;0
852;39;1;13;5480;168;6,6;yes;no;0
853;51;1;17;4880;249;2,7;no;yes;0
854;41;1;17;5520;304;1,7;yes;yes;1
855;47;1;32;10170;254;3,7;yes;no;0
856;42;1;17;5850;600;3,9;yes;yes;0
857;41;3;18;25960;4000;5,5;no;yes;1
858;46;2;35;12050;719;3,3;yes;no;0
859;45;3;29;11200;132;4,9;no;yes;0
860;34;2;18;5590;675;5,8;no;yes;0
861;28;1;19;5870;339;6,5;yes;no;1
862;41;1;12;6270;260;2,9;no;no;0
863;32;1;14;4470;750;0,1;yes;yes;1
864;45;1;13;6830;1714;4,8;yes;yes;1
865;23;2;13;4830;739;4,9;yes;no;1
866;33;3;12;4870;1048;5,3;yes;no;1
867;36;2;23;5700;312;8,4;yes;yes;0
868;36;2;20;9490;1059;1,6;no;no;0
869;42;3;18;6540;2434;6,2;yes;yes;1
870;37;1;14;5140;810;1,6;no;no;1
871;46;2;18;9870;627;3;yes;no;0
872;32;3;19;6380;428;3,9;yes;no;0
873;40;2;12;6230;859;2,2;no;no;1
874;42;1;26;6220;277;4,9;no;yes;0
875;36;2;18;5650;239;7,2;yes;yes;0
876;50;2;29;9020;1587;3;no;yes;0
877;51;1;41;17140;1780;6,9;yes;no;0
878;44;1;37;11800;483;5,5;yes;no;0
879;34;1;22;6860;109;5,2;no;no;0
880;45;1;25;8220;816;9,9;yes;no;0
881;24;2;13;4380;135;6,6;yes;no;1
882;51;1;37;16090;434;3,5;yes;no;0
883;39;2;16;7840;757;1,6;yes;no;1
884;37;2;18;7190;832;4,8;no;no;1
885;48;2;35;30000;1325;3,4;no;no;0
886;27;1;15;5730;263;4,7;yes;yes;0
887;46;1;29;6890;803;3;no;yes;1
888;43;1;20;5570;706;6,7;yes;no;0
889;36;3;22;23080;2123;4,7;yes;yes;1
890;25;2;12;6120;128;4,6;yes;yes;0
891;49;3;22;6170;380;3,3;yes;yes;0
892;32;2;21;8650;2074;5,4;yes;yes;0
893;45;1;34;10380;313;5,4;yes;no;0
894;48;2;12;5650;724;8,2;no;no;1
895;51;3;17;8590;691;5,5;yes;yes;0
896;38;1;18;7360;327;3,3;yes;no;0
897;53;2;19;9630;348;4,8;yes;yes;0
898;31;1;18;6220;434;2,7;yes;no;0
899;38;2;27;7850;465;4;yes;no;0
900;23;2;12;4390;1072;7,5;yes;no;1
901;33;1;13;5040;239;7,4;no;yes;0
902;42;1;17;6350;462;2,6;no;no;0
903;47;1;29;6600;9;7,2;yes;yes;0
904;27;1;17;4800;300;3,6;no;no;0
905;45;3;29;8400;330;4,9;yes;no;0
906;33;3;12;4580;380;6,8;yes;no;1
907;40;1;27;10760;295;7;yes;no;0
908;37;1;16;5170;1124;2,4;no;no;0
909;36;3;13;6390;777;5,8;no;no;1
910;59;3;17;12640;204;7,2;yes;no;0
911;30;2;15;5320;940;4,8;yes;no;0
912;32;1;12;4800;394;5,2;yes;yes;0
913;33;2;22;5430;269;5,3;yes;yes;0
914;46;1;15;4870;209;2,8;yes;yes;0
915;50;1;28;7350;503;2,6;no;yes;0
916;48;1;21;7610;872;5,8;no;yes;0
917;31;1;23;5770;474;7,5;yes;no;0
918;28;1;19;5160;1185;3,8;yes;no;1
919;58;2;19;8500;663;5;yes;no;1
920;29;3;13;5240;1255;5,6;yes;yes;1
921;33;1;20;6080;854;3,3;no;no;1
922;41;2;26;6440;298;3,5;no;yes;0
923;26;1;13;4590;678;7,3;yes;no;1
924;42;3;12;5860;473;7,3;yes;no;1
925;47;1;37;14380;1978;8,3;yes;no;0
926;37;1;22;6240;601;3,5;yes;yes;0
927;39;1;26;5480;558;8;no;yes;0
928;37;2;12;5830;487;3,6;no;no;0
929;26;1;16;4880;453;4,4;yes;yes;0
930;43;1;34;10080;1370;5,9;no;no;0
931;40;1;23;6290;408;6,1;yes;no;0
932;42;3;14;5330;657;7,2;yes;no;1
933;46;1;13;5660;945;3;yes;no;0
934;28;3;12;8010;157;5,5;no;no;0
935;32;3;15;6440;660;5,1;yes;no;0
936;45;3;20;11890;1096;7,4;yes;no;0
937;42;1;12;5430;1160;4,6;no;no;1
938;31;3;14;6220;742;3,7;no;no;0
939;28;1;15;4780;236;3,7;yes;no;0
940;36;2;19;7550;95;4,1;yes;no;0
941;42;1;22;5940;257;8,3;no;yes;0
942;24;1;13;4730;1226;4,6;yes;no;1
943;43;2;26;20580;897;4,5;no;no;0
944;26;1;14;4850;474;2,2;yes;yes;1
945;35;1;22;5930;59;3,2;yes;no;0
946;36;2;15;8340;1385;6,1;yes;no;1
947;50;1;42;15500;2222;2,4;no;yes;1
948;31;2;17;7570;890;6,4;yes;no;0
949;45;1;22;6330;51;2,9;yes;no;0
950;33;1;21;5060;306;3,6;yes;no;0
951;33;2;19;5440;860;5,4;yes;no;0
952;56;1;48;25860;3555;4;yes;no;0
953;40;2;18;6350;247;4,2;no;yes;0
954;42;1;30;9630;654;4,9;yes;no;0
955;33;1;18;5450;1070;5,7;no;yes;0
956;48;1;35;17210;2340;3,9;yes;no;0
957;43;2;18;6390;738;5,3;yes;no;1
958;30;2;16;5080;651;5;yes;yes;1
959;47;3;31;20280;109;6,7;yes;no;0
960;36;1;17;5160;567;4,6;yes;yes;0
961;36;1;29;6650;1073;4,2;yes;yes;0
962;46;1;34;11580;1696;9;yes;no;1
963;53;1;13;5140;175;6,3;no;yes;0
964;32;2;16;6210;309;4;no;no;1
965;48;2;13;5090;387;4,1;yes;no;0
966;48;3;36;8960;1204;4,8;no;yes;0
967;37;1;30;7300;67;4,5;no;yes;0
968;48;2;17;7670;325;5,8;yes;no;0
969;36;2;16;5490;675;3,1;yes;no;0
970;36;1;25;6260;263;4,5;no;no;0
971;43;2;16;5400;428;6,9;yes;no;0
972;34;1;26;6580;155;7,1;yes;yes;0
973;38;1;12;5640;130;7,4;yes;no;1
974;35;1;16;6030;685;2,4;no;yes;0
975;53;3;31;12760;609;9,9;no;no;0
976;41;2;32;10060;964;3,4;yes;no;0
977;39;2;12;4720;466;3,5;yes;no;0
978;36;2;22;9170;305;7,7;no;no;0
979;35;3;17;9710;633;6,8;yes;yes;0
980;41;2;25;7740;653;0,3;yes;yes;0
981;30;2;18;9040;1205;8,3;yes;yes;1
982;37;1;28;7060;734;3,4;yes;no;0
983;28;1;16;5210;1448;6,3;no;no;1
984;52;2;30;12050;1107;6,4;no;no;0
985;32;2;15;6280;590;6,4;no;no;0
986;47;1;28;9500;288;6,9;yes;yes;0
987;45;3;32;17790;1360;6,1;yes;no;0
988;52;1;12;5730;1055;5,6;yes;no;0
989;44;1;21;6790;236;2,4;no;yes;0
990;34;1;24;6280;317;3,4;yes;no;0
991;42;3;14;8340;1233;3,7;no;no;1
992;46;1;28;8240;1062;5,8;no;no;0
993;41;3;18;9530;1423;2,6;yes;no;0
994;37;1;29;8250;1452;6,5;yes;no;0
995;46;2;28;9320;280;7,4;yes;yes;0
996;41;2;14;6440;775;2;no;no;0
997;32;1;23;6270;844;3,9;yes;no;0
998;35;1;12;5130;144;2,6;no;no;1
999;49;1;35;12620;1721;2,6;yes;no;0
1000;24;1;15;4440;426;5,9;yes;no;0
